"Id","Business Name","Number of Employees","Contact Person","Corporate Email","Generic Email","Website","Phone","Phone Type","Street Address","Zip Code","State","City"
"16","Mercado Global, LLC","N/A","Mr. Santiago Gelvez","","contacto@mercadoglobal.com","http://mercadoglobal.cl","(513) 238-3535","mobile","3670 Ashworth Dr Unit B","45208-1822","OH","Cincinnati"
"17","Dont4GetTheTEAM, LLC","N/A","Mr. Justin Smith (Owner)","","","https://dont4gettheteam.wixsite.com/website","(513) 458-9465","mobile","","45216-1817","OH","Cincinnati"
"18","Ryder System, Inc.","N/A","Ms. Olga Alvarez (Paralegal) , Heather Steinberg (Marketing and Communications Manager)","","","http://www.ryder.com","(305) 500-3683","fixed line","11690 NW 105th St","33178-1103","FL","Medley"
"19","Global Shipping Company, LLC","N/A","Mr. Daniel McKee (President)","","","http://www.globalshippingcompany.com","(513) 241-4080","fixed line","1009 Sargent Street","45203-1803","OH","Cincinnati"
"20","Super Fast Transport LLC","N/A","Mr. Chris Dorsey (owner)","","","","(513) 275-2246","mobile","5442 Ehrling Rd - private","45227","OH","Cincinnati"
"21","Dishion Logistics Inc","N/A","Mr. Justin Dishion (owner)","","","","(513) 276-1421","mobile","1320 Nagel Rd, 54659","45254","OH","Anderson"
"22","RWI Logistics Llc","N/A","David Noone","","information@rwilogistics.com","http://www.rwilogistics.com/","(877) 676-8545","","1538 Alexandria Pike","41075","KY","Fort Thomas"
"23","Graybar Electric Co Inc.","N/A","Mrs. Kathy Mazzarella (Chairperson/CEO) , Ms. Rose McDaniel (Vice President of Operations)","","","http://www.graybar.com","(314) 573-9200","fixed line","34 N Meramec Ave","63105-3941","MO","Saint Louis"
"24","Kaiser Transportation Services, LLC","N/A","Mr. David Kaiser (Owner) , Mr. Everett Johnson (Manager)","","carriers@ktsloads.com, careers@kaiserpickles.com, sales@ktsloads.com","http://www.ktsloads.com","(513) 621-2053","fixed line","500 York St","45214-2416","OH","Cincinnati"
"25","BM2 Freight Services Inc.","N/A","Mr. Kevin Ball (President)","","sales@bm2freight.com","http://www.bm2freight.com","(859) 308-5100","fixed line","50 E Rivercenter Blvd Ste 525 Rivercenter 1","41011-1684","KY","Covington"
"26","Motus Freight","N/A","Mr. Andy Smith (Co-Founder)","","info@motustrucking.com","https://motusfreight.com/","(859) 630-8857","mobile","119 Fairfield Ave. #410","41073","KY","Bellevue"
"1","Central Valley Logistics, Inc","N/A","Mr. Aman Singh (Vice President)","","","","(661) 218-4100","fixed line","2901 Silver Shore Lane","93313","CA","Bakersfield"
"2","Road Liner Logistic Inc","N/A","Sukhbir Johal (President)","","","","(661) 638-0700","fixed line","1816 Golden State Ave","93301-1012","CA","Bakersfield"
"3","Khushi Truckline","N/A","Mr. Jarnal Singh (Owner)","","","","(661) 213-6080","mobile","6705 Tradewinds Dr","93313-4472","CA","Bakersfield"
"4","Thelma   Louise Transportation","N/A","Ms. Louise Williams (CEO/Owner) , Mr. Antwain Davis (Partner)","","","","(951) 334-2871","mobile","","93306-7934","CA","Bakersfield"
"5","SCS Logistics LLC","N/A","Mr. David Zachary (President)","","","http://scslogistics.net","(661) 212-2924","mobile","4550 Buck Owens Blvd","93308-4948","CA","Bakersfield"
"6","The Last Dawn LLC","N/A","Ms. Dawn Roberson (CEO/Owner)","","","","(818) 824-8344","fixed line","PO Box 20961 9813 Sherborne Ave Unit C Dnp","93390-0961","CA","Bakersfield"
"7","Biotrans LLC","N/A","","","","","(844) 838-7093","","4609 New Horizon Blvd Ste 1","93304","CA","Bakersfield"
"8","T   A Transportation","N/A","Mr. Luis Rodriguez (Owner)","","","","(661) 549-8086","mobile","330 Holtby Rd","93304","CA","Bakersfield"
"9","J Coronado Trucking, Inc.","N/A","Mr. Juan Coronado (CEO/Owner)","","","","(661) 330-9075","mobile","2405 Connie Ave","93304-7077","CA","Bakersfield"
"10","All Around America Logistics, Inc.","N/A","Mr. Jay Mann (Operations Manager) , Mr. Kulwant Mann (CEO)","","","http://www.allaroundamerica.com","(661) 368-1500","voip","317 Daniels Ln","93307-3611","CA","Bakersfield"
"11","Aujla Transport","N/A","","","","","(661) 378-8747","mobile","3801 Wible Rd #7","93309","CA","Bakersfield"
"12","Gibbsie   Sons Transport","N/A","","","","","","","127 S Owens St Unit A","93307-1806","CA","Bakersfield"
"13","JW Transport, LLC","N/A","Mr. John Williams (Owner)","","","","(661) 316-2402","mobile","3508 Adanac Ct","93309","CA","Bakersfield"
"14","Hansen's Moving   Storage, Inc.","N/A","Mr. Dan Hansen (President) , Mr. Michael Hansen (Vice President) , Ms. Darci Heilman (Office Manager) , Mr. Danette ","","","http://www.hansensmovingandstorage.com","(661) 834-2411","fixed line","3501 N Sillect Ave","93308-6359","CA","Bakersfield"
"15","3 Kings Transportation","N/A","","","","","(805) 451-4268","mobile","1200 Truxtun Ave. #140","93301","CA","Bakersfield"
"16","Estes Express Lines","N/A","Mr. Albert Wilder, Jr. (Claim Manager) , Mr. Gary Okes (CFO) , Mr. Kelly Samuel (Treasurer)","","","http://www.estes-express.com","","","3901 W Broad St","23230-3962","VA","Richmond"
"17","Sidhu Truck Line, Inc.","N/A","Mr. Kulwant Sidhu (President)","","kevin@sidhu.com","http://sidhutruckline.com","(661) 735-1111","fixed line","4711 Commercial St","93308-6257","CA","Bakersfield"
"18","United Parcel Service","N/A","Customer Relations , Ms. Lani Perez","","","http://www.ups.com","(404) 828-6000","fixed line","55 Glenlake Pkwy NE","30328-3474","GA","Atlanta"
"19","Asbury Transportation Co.","N/A","Mr. Rick Boyer (CEO)","","","http://www.asburytrans.com","(661) 327-2271","fixed line","2144 Mohawk St","93308-6001","CA","Bakersfield"
"1","CEVA","N/A","Teresa Barlow","","","","","","15350 Vickery Dr","77032-2530","TX","Houston"
"2","JV Logistics Group","N/A","Mr. Jeffrey Williams-Vanderpool (Member)","","","https://jv-logistics-group-llc.business.site/","(720) 998-6094","mobile","18964 E 17th Ave","80011-5275","CO","Aurora"
"3","XPO Logistics DEN LMH","N/A","Mr. Owner Manager","","","https://www.xpo.com/","(303) 373-3999","fixed line","3150 Pagosa Street","80011","CO","Aurora"
"4","Logistic Union Inc","N/A","Mr. Frederman Mendoza (President)","","","https://www.logisticunioninc.com/","(888) 388-2986","","","80011-9099","CO","Aurora"
"5","Digital Lending Logistics, LLC","N/A","Mr. Jeff Hutchison (Owner)","","","","(303) 551-5326","mobile","6309 S Old Hammer Way","80016-6114","CO","Aurora"
"6","Mesa Moving and Storage","N/A","Ms. Andrea Williams (Customer Service Manager) , Ms. Susan Richards (Marketing Director)","","","https://mesamoving.com/denver/","(720) 636-9999","fixed line","403 S Airport Blvd","80017-3900","CO","Aurora"
"7","Mesa Moving And Storage","N/A","Mr. Kevin Head (President/CEO) , Mr. Steven Elliott (Vice President/CFO) , Mr. J. Andrew Mengason (COO)","","","https://mesamoving.com","(801) 908-6683","fixed line","2275 S 900 W","84119-1513","UT","S Salt Lake"
"8","Logistic Pro, Inc.","N/A","Mr. Yehuda Cohen (Owner)","","","https://logistic-pro.net","(800) 319-2608","","12098 E Kansas Dr Unit 98-g","80012-4270","CO","Aurora"
"9","McLane FoodService, Inc.","N/A","Mr. Marco Guerrero (General Manager) , Mr. Thomas Zatina (President) , Mr. James Kent (Executive Vice President) , Mr. Lawrence Parsons (Secretary) , Mr. Kevin Koch (Treasurer) , Mr. William Rosier (CEO) , Mr. Mark Zwerneman (Assistant Secretary) , Ms. Caroline Mann (Assistant Treasurer)","","","https://www.mclaneco.com/content/mclaneco/en/home.html","(888) 792-9300","","7301 Trinity Blvd","76118-6930","TX","N Richlnd Hls"
"10","Aspen Distribution, Inc","N/A","","","","http://www.aspendistribution.com/","(303) 371-2511","fixed line","10875 E 40th Ave","80239-3210","CO","Denver"
"11","Seko Worldwide, Inc.","N/A","Mr. Brian Bourke (Vice President, Marketing) , Mr. Dave Imondi (Vice President)","","","http://www.sekologistics.com","(630) 919-4800","fixed line","1100 N Arlington Heights Rd STE 600","60143-3180","IL","Itasca"
"12","Ryder System, Inc.","N/A","Ms. Olga Alvarez (Paralegal) , Heather Steinberg (Marketing and Communications Manager)","","","http://www.ryder.com","(305) 500-3683","fixed line","11690 NW 105th St","33178-1103","FL","Medley"
"1","Integrated Logistical Support, Inc.","N/A","","","","http://www.ilsiengineering.com","(504) 523-1619","fixed line","1100 Poydras Street Suite 2775","70163","LA","New Orleans"
"2","Total Quality Logistics, LLC","N/A","Mr. Ken Oaks (President) , Mr. Jeff Montelisciani (Vice President) , Mr. Kerry Byrne (Executive Vice President) , Mr. Justin O'Grady (Manager, Carrier Relations)","","","http://www.tql.com","(513) 831-2600","fixed line","4289 Ivy Pointe Blvd.","45245","OH","Cincinnati"
"1","Quinsport Logistics Services","N/A","","","","https://quinsport.com/","(412) 455-3611","voip","301 Grant Street #880","15219","PA","Pittsburgh"
"2","Quinsport Logistics Services","N/A","","","","https://quinsport.com/","(412) 455-3611","voip","301 Grant Street #880","15219","PA","Pittsburgh"
"3","AJC Logistics","N/A","","","sales@ajclogistics.com","http://www.ajclogistics.com/","","","P.O. Box 347422","15251","PA","Pittsburgh"
"4","PLS Logistics","N/A","Ms. Raylee Melton (Marketing Manager) , Mr. Greg Burns (President/CEO) , Mr. Joe Bielawski (COO)","","sales@plslogistics.com","https://www.plslogistics.com/","(724) 814-5100","fixed line","2000 Westinghouse Dr Ste 201","16066-5238","PA","Cranberry Twp"
"5","Raplak Logistics","N/A","","","","https://raplaklogistics.com/","(800) 707-1103","","1005 South Bee Street","15220","PA","Pittsburgh"
"6","Swift UP Front Logistics LLC","N/A","","","","https://www.swiftupfrontmovers.com/","","","","15231-1001","PA","Pittsburgh"
"7","Total Quality Logistics, LLC","N/A","Mr. Ken Oaks (President) , Mr. Jeff Montelisciani (Vice President) , Mr. Kerry Byrne (Executive Vice President) , Mr. Justin O'Grady (Manager, Carrier Relations)","","","http://www.tql.com","(513) 831-2600","fixed line","4289 Ivy Pointe Blvd.","45245","OH","Cincinnati"
"8","Corporate Development Logistics","N/A","","","","http://www.corpdevel.com","(888) 313-8303","","3945 Forbes Ave # 447","15213-3507","PA","Pittsburgh"
"9","Ikuza Logistic Services","N/A","Ms. Henrietta Walker","","","http://www.ikuzals.com","(412) 775-3959","voip","301 Grant St Ste 440","15219","PA","Pittsburgh"
"10","ARL Network LLC","N/A","Mr. Ron Faherty (President)","","info@arlnetwork.com, dispatch@arlnetwork.com, logistics@arlnetwork.com, veterans@arlnetwork.com","http://www.arlnetwork.com","(800) 245-4722","","1155 Stoops Ferry Rd","15108","PA","Coraopolis"
"11","Panacea Global Logistics LLC","N/A","Ms. Marion Griffin (Owner)","","","","(412) 212-7048","fixed line","3023 Merwyn Ave","15204","PA","Pittsburgh"
"12","Top Notch Logistics","N/A","","","","http://topnotchlogistics.com","(412) 561-1359","fixed line","2811 Glenmore Ave","15216","PA","Pittsburgh"
"13","Beitler Logistics","N/A","","","info@beitlerlogistics.com","http://www.beitlerlogistics.com","(888) 987-7025","","3379 Stafford St","15204","PA","Pittsburgh"
"14","Joyful Logistics LLC","N/A","Ms. Sheree Davis (Manager) , Ms. Pamela Davis (Owner)","","","https://www.joyfullogistics.com/","(888) 696-0273","","2515 Banksville Rd # 1067","15216-2809","PA","Pittsburgh"
"16","High Street Logistics","N/A","Mr. Arman Aslanyan","","","","(412) 235-9312","fixed line","3269 Library Rd","15234","PA","Pittsburgh"
"17","Icebreaker Resources","N/A","","","info@icebreakerresources.com","http://www.icebreakerresources.com","(412) 709-6962","fixed line","600 River Ave # 1","15212","PA","Pittsburgh"
"18","Catch-Up Logistics","N/A","","","sales@catchuplogistics.com","https://www.catchuplogistics.com/","(412) 441-9512","fixed line","P.O. Box 5240","15206","PA","Pittsburgh"
"19","Casper Logistics Inc","N/A","","","","","(412) 785-1584","fixed line","6425 Living Pl","15206","PA","Pittsburgh"
"20","Sine Trading International","N/A","","","sales@sinetrading.com","http://sinetrading.com/index.aspx","(412) 281-6699","fixed line","1439 N Franklin St","15233-1334","PA","Pittsburgh"
"21","Low Country Building Solutions, LLC","N/A","Ms. Mona Minne (Owner)","","mona@lowcountryres.com","http://www.lowcountryres.com","(412) 458-0037","fixed line","1455 Spring Garden Ave","15212","PA","Pittsburgh"
"22","Upgrade Transportation, Inc.","N/A","Mr. Ryan Brooks (President)","","","http://www.upgradelogistics.com","(866) 921-5577","","2254 Roswell Dr","15205-1835","PA","Pittsburgh"
"23","United Parcel Service","N/A","Customer Relations , Ms. Lani Perez","","","http://www.ups.com","(404) 828-6000","fixed line","55 Glenlake Pkwy NE","30328-3474","GA","Atlanta"
"24","XRG G A, Inc. and/or R R Express, Inc.","N/A","","","","","","","#3 Crafton Square","15205","PA","Pittsburgh"
"25","Ryder System, Inc.","N/A","Ms. Olga Alvarez (Paralegal) , Heather Steinberg (Marketing and Communications Manager)","","","http://www.ryder.com","(305) 500-3683","fixed line","11690 NW 105th St","33178-1103","FL","Medley"
"26","Movers of Pennsylvania LLC","N/A","Mr. Dwayne Buckley (Owner) , Ms. Jessicca Noble (Manager) , Miss Yoshika Leith (Account Manager)","","jonpinhorn.typedesign@gmail.com, filler@godaddy.com, info@moversofpa.com","https://moversofpa.com/","(800) 509-2414","","5831 Forward Ave Ste 1094","15217-2301","PA","Pittsburgh"
"27","Belmont Logistics LLC","N/A","Ms. Tina Whitley (Owner)","","","","(412) 944-2308","fixed line","1525 Park Manor Blvd # 372","15205-4805","PA","Crafton"
"28","FR8TRUNR LOGISTICS","N/A","Mr. Jamie McCrea (Owner)","","","","(833) 378-8786","","200 S 22nd St","15203","PA","Carson"
"29","UnitedHealth Group","N/A","Stephen Hemsley (President   CEO) , Consumer Affairs (Owner / Manager) , Jean Manowski (Manager) , Kevin Klopfenstein (CEO) , Jay Anliker (President) , Deltha Nelson (Legal Services Specialist) , Michelle Johnson (Manager) , Michael Stone (Director, Operations) , Michael Blaszyk (Owner)","","","https://www.uhc.com/","(800) 842-2656","","9900 Bren Rd E Mn008-T-615 Consumer Affairs","55343-4402","MN","Minnetonka"
"30","CGR International","N/A","Ms. Catherine Reichl (Owner)","","CGRInternational@comcast.net","http://cgrinternational.com","(412) 916-8385","mobile","131 Schley Ave","15205-2119","PA","Pittsburgh"
"31","Amici Logistics, LLC","N/A","Mr. Aaron Gmuca (Manager)","","","","(814) 254-6708","mobile","2712 Cobden St","15203","PA","Carson"
"32","LaserShip, Inc","N/A","Mr. Didier Milongo (Manager of Operations) , Mr. Manu Aggarwal (Director of Marketing) , Mr. Brett Bissell (CEO) , Mr. Joshua Heywood (Supervisor) , Mr. Kevin Gresham (Company Contact)","","","http://www.lasership.com","(703) 761-9030","fixed line","8401 Greensboro Dr Ste 700","22102-3598","VA","McLean"
"33","Formlogic","N/A","Mr. Paul Sutter (CEO)","","","https://www.formlogic.com/","","","55 38TH St.","15201","PA","Arsenal"
"1","Thyssenkrupp Logistics","N/A","Dave Johnson (Plant Manager)","","","","(419) 662-1800","fixed line","8001 Thyssenkrupp Pkwy","43619-2082","OH","Northwood"
"2","Spratan Logistics","N/A","Mr. Ed Harmon (Owner)","","","https://www.spartanwarehouse.com/toledo-ohio-nebraskaavenue-0","(419) 691-3111","fixed line","1802 Nebraska Ave","43607-3827","OH","Toledo"
"3","Polaris Logistics Group Inc.","N/A","Mr. Dan Nester (President/Owner)","","","https://polarislogisticsgroup.com/","(419) 851-0032","fixed line","100 N Summit St STE 400","43604-1034","OH","Toledo"
"4","OST Logistics LLC","N/A","","","","","(321) 329-8442","fixed line","5328 Claxton St","43615","OH","Toledo"
"5","SRC Global Solutions LLC","N/A","Mr. Steven Carter (Owner)","","","http://srcglobalsolutionsinc.com","(614) 653-7724","fixed line","PO Box 152","43697-0152","OH","Toledo"
"6","MSL Transport","N/A","Mr. John Minton (Owner)","","","","(419) 344-6057","mobile","3126 Lagrange St STE C","43608-1802","OH","Toledo"
"7","Bolt Express, LLC","N/A","Ms. Nancy Hummel (Director of Communication) , Mr. Guy Sanderson (CEO)","","","https://bolt-express.com/","(866) 873-2658","","7255 Crossleigh Ct","43617-1427","OH","Toledo"
"8","Graybar Electric Co Inc.","N/A","Mrs. Kathy Mazzarella (Chairperson/CEO) , Ms. Rose McDaniel (Vice President of Operations)","","","http://www.graybar.com","(314) 573-9200","fixed line","34 N Meramec Ave","63105-3941","MO","Saint Louis"
"9","WeFulfillIT.com","N/A","Ms. Sandy Griffin (President)","","","https://www.wefulfillit.co/","(419) 720-5380","fixed line","5055 Enterprise Blvd","43612-3839","OH","Toledo"
"1","Judge Logistics, Inc.","N/A","Mr. Gurpreet Judge (President)","","","https://greenwaytrux.com/","(855) 955-8343","","","95212-3818","CA","Stockton"
"2","Ted's Express Transportation, LLC","N/A","Mr. Ted Tabar (Owner)","","","","(209) 888-5207","voip","5322 Virtue Arc Dr","95207-6034","CA","Stockton"
"3","Plastic Express","N/A","","","","","","","1200 N Golden Gate Ave","95205","CA","STOCKTON"
"4","Best Logistics, Inc","N/A","Mr. Greg Artlip (President)","","info@bestlogistics.net","http://www.bestlogistics.net","(209) 931-5849","voip","340 Port Road 22","95203-2910","CA","Stockton"
"5","Best Logistics Moving and Storage","N/A","","","","","(209) 464-7410","fixed line","2108 N. Wison Way","95205","CA","Stockton"
"6","All-American Lumping, LLC","N/A","Ms. Crystal Garcia (Owner)","","","https://www.allamericanlumping.com/","(209) 715-0309","voip","5665 N Pershing Ave Ste A1","95207-4948","CA","Stockton"
"7","Covey Auto Express, Inc.","N/A","Mr. Mike Covey Sr. (Vice President) , Mrs. Kathy Covey (President)","","","http://www.coveyautoinc.com","(209) 464-0016","voip","1444 El Pinal Dr","95205-2642","CA","Stockton"
"8","J C Trucking","N/A","Mr. John Cervantes (owner)","","","","(209) 466-3282","mobile","1415 W Anderson St","95206-1134","CA","Stockton"
"9","Ramsey Express Trucking Inc.","N/A","Mr. David Ramsey (President) , Kristina Martinez (Secretary)","","","https://www.ramseyexpress.net/","(209) 460-1627","fixed line","618 McCloy Ave","95203-5019","CA","Stockton"
"10","Pacific Storage Company","N/A","Mr. Gregory Tudor (C.E.O.) , Mr. Charles Wagner (Chairman) , Ms. Rudy Croce (Secretary) , Mr. Richard Steed (Vice President) , Mr. Rich Colwell (V.P. of Operations)","","info@pacificstorage.com","http://www.pacificstorage.com","(209) 320-6600","voip","3439 Brookside Rd., ste 206","95219","CA","Stockton"
"11","Trevino Trucking","N/A","Mr. Dan Trevino (Owner) , Ms. Cindy Stock (Office Manager)","","roadwarriortrucking@gmail.com","http://www.trevinotrucking.com","(209) 888-5147","voip","5724 Cherokee Rd","95215-1131","CA","Stockton"
